20190900|201909INV09-000001|M09-000001|04/09/2019||01|E001|00000301||6|20124994340|CAMARA DE COMERCIO E INDUSTRIA AREQUIPA|0.00|20401.16|0.00|3672.22|0.00|0.00|0.00|0.00|0.00|0.00|0.00|24073.38|USD|3.405||||||||1|
20190900|201909INV09-000002|M09-000002|04/09/2019||01|E001|00000302||6|20453964524|ORGANIZACION EDUCATIVA SAN JOSE ORIOL S.A.C.|0.00|1440.68|0.00|259.32|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1700.00||||||||||1|
20190900|201909INV09-000003|M09-000003|04/09/2019||01|E001|00000303||6|20453964524|ORGANIZACION EDUCATIVA SAN JOSE ORIOL S.A.C.|0.00|2250.00|0.00|405.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2655.00||||||||||1|
20190900|201909INV09-000004|M09-000004|04/09/2019||01|E001|00000304||6|20453964524|ORGANIZACION EDUCATIVA SAN JOSE ORIOL S.A.C.|0.00|300.00|0.00|54.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|354.00||||||||||1|
20190900|201909INV09-000005|M09-000005|04/09/2019||01|E001|00000305||6|20454117884|ASOCIACION PAZ-PERU-ORGANISMO NO GUBERNAMENTAL|0.00|400.00|0.00|72.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|472.00||||||||||1|
20190900|201909INV09-000006|M09-000006|04/09/2019||01|E001|00000306||6|20162560302|COLEGIO ANGLO AMERICANO PRESCOTT|0.00|1818.64|0.00|327.36|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2146.00||||||||||1|
20190900|201909INV09-000007|M09-000007|04/09/2019||01|E001|00000307||6|20162574435|AREQUIPA EXPRESS COMITE 4 S.C.R.L.|0.00|421.47|0.00|75.86|0.00|0.00|0.00|0.00|0.00|0.00|0.00|497.33|USD|3.405||||||||1|
20190900|201909INV09-000008|M09-000008|04/09/2019||01|E001|00000308||6|20518759079|CORPORACION HELEO SOCIEDAD ANONIMA CERRADA|0.00|15322.50|0.00|2758.05|0.00|0.00|0.00|0.00|0.00|0.00|0.00|18080.55|USD|3.405||||||||1|
20190900|201909INV09-000009|M09-000009|04/09/2019||01|E001|00000309||6|20456179470|SOLIDAR DESARROLLO INMOBILIARIO S.A.C.|0.00|671.95|0.00|120.95|0.00|0.00|0.00|0.00|0.00|0.00|0.00|792.90||||||||||1|
20190900|201909INV09-000010|M09-000010|04/09/2019||01|E001|00000310||6|20456261133|EBCO CONSTRUCTORA S.A.C.|0.00|300.00|0.00|54.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|354.00||||||||||1|
20190900|201909INV09-000011|M09-000011|04/09/2019||01|E001|00000311||6|20539688724|MEGAMADSA INDUSTRIAL S.A.C.|0.00|300.00|0.00|54.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|354.00||||||||||1|
20190900|201909INV09-000012|M09-000012|04/09/2019||01|E001|00000312||6|20539688724|MEGAMADSA INDUSTRIAL S.A.C.|0.00|300.00|0.00|54.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|354.00||||||||||1|
20190900|201909INV09-000013|M09-000013|04/09/2019||01|E001|00000313||6|20456261133|EBCO CONSTRUCTORA S.A.C.|0.00|300.00|0.00|54.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|354.00||||||||||1|
20190900|201909INV09-000014|M09-000014|04/09/2019||01|E001|00000314||6|20454100566|SERVICIOS LOGISTICOS ESPECIALIZADOS SOCIEDAD ANONIMA CERRADA|0.00|18727.50|0.00|3370.95|0.00|0.00|0.00|0.00|0.00|0.00|0.00|22098.45|USD|3.405||||||||1|
20190900|201909INV09-000015|M09-000015|04/09/2019||01|E001|00000315||6|20455049564|PITATA S.A.C.|0.00|3064.50|0.00|551.61|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3616.11|USD|3.405||||||||1|
20190900|201909INV09-000016|M09-000016|10/09/2019||01|E001|00000316||6|20555330244|CEELIMP GROUP S.A.C.|0.00|7300.00|0.00|1314.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|8614.00||||||||||1|
20190900|201909INV09-000017|M09-000017|11/09/2019||01|E001|00000317||6|20518759079|CORPORACION HELEO SOCIEDAD ANONIMA CERRADA|0.00|15066.00|0.00|2711.88|0.00|0.00|0.00|0.00|0.00|0.00|0.00|17777.88|USD|3.348||||||||1|
20190900|201909INV09-000018|M09-000018|12/09/2019||01|E001|00000318||6|20518759079|CORPORACION HELEO SOCIEDAD ANONIMA CERRADA|0.00|15048.00|0.00|2708.64|0.00|0.00|0.00|0.00|0.00|0.00|0.00|17756.64|USD|3.344||||||||1|
20190900|201909INV09-000019|M09-000019|17/09/2019||01|E001|00000319||6|20491148773|SERVICENTRO MARCO Y MIGUEL EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA- SERVICENTRO MAMI E.I.R.L.|0.00|381.35|0.00|68.64|0.00|0.00|0.00|0.00|0.00|0.00|0.00|449.99||||||||||1|
20190900|201909INV09-000020|M09-000020|18/09/2019||01|E001|00000320||6|20120858425|POWER EIRL|0.00|10122.87|0.00|1822.12|0.00|0.00|0.00|0.00|0.00|0.00|0.00|11944.99|USD|3.345||||||||1|
20190900|201909INV09-000021|M09-000021|18/09/2019||01|E001|00000321||6|20603276567|RAPTOR MINING PERU S.A.C.|0.00|4237.29|0.00|762.71|0.00|0.00|0.00|0.00|0.00|0.00|0.00|5000.00||||||||||1|
